step,accuracy
3200,0.7771875
6400,0.7753125
9600,0.7738541666666666
12800,0.766328125
16000,0.7611875
19200,0.75921875
22400,0.7597767857142858
25600,0.7594921875
28800,0.7588541666666667
32000,0.755875
35200,0.7527272727272727
38400,0.7526041666666666
41600,0.751610576923077
44800,0.7509151785714285
48000,0.7512083333333334
51200,0.7506640625
54400,0.7509742647058824
57600,0.7504340277777778
60800,0.7493585526315789
64000,0.749328125
67200,0.7485565476190477
70400,0.7483948863636364
73600,0.7494972826086956
76800,0.7499479166666667
80000,0.7494625
83200,0.74921875
86400,0.7496643518518519
89600,0.7497544642857142
92800,0.7504094827586207
96000,0.7514479166666667
99200,0.7517641129032258
102400,0.7523046875
105600,0.7530587121212121
108800,0.7537408088235295
112000,0.7544642857142857
115200,0.75515625
118400,0.7555236486486486
121600,0.7561348684210526
124800,0.7567708333333333
128000,0.7572578125
131200,0.757873475609756
134400,0.7585639880952381
137600,0.7589680232558139
140800,0.7595383522727273
144000,0.7599861111111111
147200,0.7604823369565218
150400,0.7610771276595745
153600,0.76111328125
156800,0.7614923469387755
160000,0.762325
163200,0.762218137254902
166400,0.7621875
169600,0.7623525943396227
172800,0.7620543981481481
176000,0.7623522727272727
179200,0.7627399553571429
182400,0.7629660087719298
185600,0.7629633620689655
188800,0.763146186440678
192000,0.7634947916666667
195200,0.7639702868852459
198400,0.7643245967741935
201600,0.7644742063492064
204800,0.7648779296875
208000,0.7651394230769231
211200,0.7653503787878788
214400,0.765625
217600,0.7661075367647059
220800,0.766580615942029
224000,0.76696875
227200,0.7672711267605634
230400,0.7678342013888889
233600,0.7682106164383562
236800,0.7685557432432433
240000,0.7686291666666667
243200,0.7690131578947368
246400,0.7690827922077922
249600,0.7690464743589743
252800,0.7691337025316456
256000,0.76919921875
259200,0.7692013888888889
262400,0.7683803353658537
265600,0.7677786144578314
268800,0.7674925595238096
272000,0.7673272058823529
275200,0.7674563953488373
278400,0.7677262931034483
281600,0.7677485795454545
284800,0.7676299157303371
288000,0.7676944444444445
291200,0.7677918956043956
294400,0.7679110054347826
297600,0.7680577956989247
300800,0.7680651595744681
304000,0.7682138157894737
307200,0.768232421875
310400,0.7683021907216495
313600,0.7683386479591837
316800,0.7684880050505051
320000,0.768484375
323200,0.7684344059405941
326400,0.7684865196078431
329600,0.7684162621359223
332800,0.7680889423076923
336000,0.7679255952380952
339200,0.767715212264151
342400,0.7674036214953271
345600,0.7673350694444444
348800,0.7672362385321101
352000,0.7673039772727273
355200,0.7674774774774775
358400,0.76759765625
361600,0.767566371681416
364800,0.7675959429824561
368000,0.7676576086956521
371200,0.7676104525862069
374400,0.7677938034188034
377600,0.7680932203389831
380800,0.7682457983193277
384000,0.76846875
387200,0.7684865702479339
390400,0.7685578893442623
393600,0.7686153455284552
396800,0.7687071572580645
400000,0.7686
403200,0.7684548611111112
406400,0.7682258858267716
407183,0.7681509296802667
