step,accuracy
80,0.925
160,0.95625
240,0.9416666666666667
320,0.93125
400,0.93
480,0.9333333333333333
560,0.9357142857142857
640,0.9390625
720,0.9333333333333333
800,0.93
880,0.9318181818181818
960,0.9302083333333333
1040,0.9307692307692308
1120,0.9285714285714286
1200,0.9316666666666666
1280,0.928125
1360,0.9279411764705883
1440,0.9284722222222223
1520,0.9296052631578947
1600,0.930625
1680,0.9333333333333333
1760,0.9357954545454545
1840,0.9369565217391305
1920,0.9359375
2000,0.936
2080,0.9350961538461539
2160,0.9356481481481481
2240,0.9361607142857142
2320,0.9349137931034482
2400,0.935
2480,0.9362903225806452
2560,0.9359375
2640,0.9363636363636364
2720,0.9363970588235294
2800,0.9360714285714286
2880,0.9364583333333333
2960,0.9361486486486487
3040,0.937171052631579
3120,0.9368589743589744
3200,0.9371875
3280,0.9375
3360,0.9363095238095238
3440,0.9363372093023256
3520,0.9355113636363637
3600,0.9347222222222222
3680,0.9347826086956522
3760,0.9335106382978723
3840,0.93359375
3920,0.9341836734693878
4000,0.935
4080,0.9355392156862745
4160,0.9358173076923076
4240,0.9360849056603774
4320,0.9363425925925926
4400,0.9365909090909091
4480,0.9361607142857142
4560,0.9353070175438597
4640,0.9355603448275862
4720,0.9353813559322034
4800,0.9358333333333333
4880,0.9358606557377049
4960,0.9348790322580646
5040,0.9347222222222222
5120,0.9353515625
5200,0.935
5280,0.9342803030303031
5360,0.933955223880597
5440,0.9341911764705882
5520,0.9340579710144927
5600,0.9335714285714286
5680,0.9339788732394366
5760,0.9338541666666667
5840,0.9342465753424658
5920,0.9347972972972973
6000,0.9343333333333333
6080,0.9345394736842105
6160,0.9324675324675324
6240,0.9320512820512821
6320,0.9324367088607595
6400,0.9321875
6480,0.9324074074074075
6560,0.9327743902439024
6640,0.9319277108433734
6720,0.93125
6800,0.9310294117647059
6880,0.9309593023255814
6960,0.9311781609195402
7040,0.93125
7120,0.9310393258426967
7200,0.9311111111111111
7280,0.9306318681318682
7360,0.9311141304347826
7440,0.9317204301075269
7520,0.93125
7600,0.9315789473684211
7680,0.9309895833333334
7760,0.930798969072165
7840,0.9309948979591837
7920,0.9308080808080809
8000,0.930625
8080,0.9308168316831683
8160,0.9307598039215687
8240,0.9304611650485437
8320,0.9305288461538461
8400,0.9305952380952381
8480,0.9307783018867924
8560,0.930841121495327
8640,0.9306712962962963
8720,0.9307339449541284
8800,0.9309090909090909
8880,0.9306306306306307
8960,0.9308035714285714
9040,0.9309734513274336
9120,0.9307017543859649
9200,0.9303260869565217
9280,0.9301724137931034
9360,0.9297008547008547
9440,0.929978813559322
9520,0.9298319327731093
9600,0.9297916666666667
9680,0.9295454545454546
9760,0.9298155737704918
9840,0.9299796747967479
9920,0.930241935483871
10000,0.9303
10080,0.9301587301587302
10160,0.9301181102362205
10240,0.92998046875
10320,0.9299418604651163
10400,0.9301923076923077
10480,0.9304389312977099
10560,0.9305871212121212
10640,0.9306390977443609
10720,0.9305970149253732
10800,0.9309259259259259
10880,0.9307904411764706
10960,0.9310218978102189
11040,0.9306159420289855
11120,0.9308453237410071
11200,0.9308928571428572
11280,0.9308510638297872
11360,0.9309859154929577
11440,0.9311188811188811
11520,0.9309895833333334
11600,0.9310344827586207
11680,0.93125
11760,0.9311224489795918
11840,0.9308277027027027
11920,0.9312080536912751
12000,0.9311666666666667
12080,0.9310430463576159
12160,0.9308388157894737
12240,0.931045751633987
12320,0.9311688311688312
12400,0.9312903225806451
12480,0.9313301282051282
12560,0.9308917197452229
12640,0.9308544303797468
12720,0.9308962264150943
12800,0.931015625
12880,0.9309006211180124
12960,0.9310956790123457
13040,0.9311349693251534
13120,0.9310975609756098
13200,0.9309090909090909
13280,0.9310993975903614
13360,0.9309880239520958
13440,0.9306547619047619
13520,0.9305473372781065
13600,0.9304411764705882
13680,0.9302631578947368
13760,0.9300872093023256
13840,0.9302745664739884
13920,0.930316091954023
14000,0.9302857142857143
14080,0.9303977272727273
14160,0.9304378531073446
14240,0.9304775280898876
14320,0.9304469273743017
14400,0.9304166666666667
14480,0.930317679558011
14560,0.9302197802197802
14640,0.9302595628415301
14720,0.9303668478260869
14800,0.9305405405405406
14880,0.9306451612903226
14960,0.9306818181818182
15040,0.930718085106383
15120,0.9306878306878307
15200,0.9307236842105263
15280,0.930759162303665
15360,0.9309895833333334
15440,0.9310233160621761
15520,0.9309922680412371
15600,0.9308333333333333
15680,0.9306122448979591
15760,0.9307106598984771
15840,0.9305555555555556
15920,0.9304020100502512
16000,0.9305
16080,0.9306592039800995
16160,0.9306930693069307
16240,0.9304802955665025
16320,0.930514705882353
16400,0.9304878048780488
16480,0.9304611650485437
