step,drift_score
29632,3.386492752910253e-07
29664,3.6593100324792054e-07
29696,3.3064268121671914e-07
29728,3.5347630135455533e-07
29760,3.8995078547083916e-07
29792,2.6955533383497554e-07
29824,4.3383878261888796e-07
29856,5.477103427867984e-07
29888,5.429656944464688e-07
29920,5.394072081912217e-07
29952,7.867220029309021e-07
29984,6.07314987562189e-07
30016,5.824055837754586e-07
30048,5.705439629246346e-07
30080,5.400002892337628e-07
30112,6.064253659983772e-07
30144,6.185835273704718e-07
30176,5.073808318939968e-07
30208,5.996049340091534e-07
30240,6.345967155190843e-07
30272,6.65140389209956e-07
30304,5.070842913727262e-07
30336,4.522242949376652e-07
30368,4.448107819059002e-07
30400,4.2583218854458177e-07
30432,4.172325134277344e-07
30464,5.459310996591748e-07
30496,7.351239522298177e-07
30528,8.762772403546234e-07
30560,8.42471620929775e-07
30592,9.305441557471432e-07
30624,5.770678543925878e-07
30656,5.236905605638798e-07
30688,7.395720600488767e-07
30720,7.247450339853467e-07
30752,4.0537089257691037e-07
30784,4.584516458843478e-07
30816,4.1367402717248716e-07
30848,4.970019136495258e-07
30880,4.537069975440182e-07
30912,5.637235309354108e-07
30944,3.7275143523714436e-07
30976,3.4902819353549635e-07
31008,3.0425057482363573e-07
31040,2.9268549449408233e-07
31072,4.356180257465116e-07
31104,4.697201856926306e-07
31136,3.9232310964100395e-07
31168,4.385834309592176e-07
31200,4.0477781153436916e-07
31232,5.245801821276916e-07
