step,accuracy
1600,0.950625
3200,0.9546875
4800,0.9508333333333333
6400,0.9478125
8000,0.9475
9600,0.9465625
11200,0.9469642857142857
12800,0.94828125
14400,0.9475694444444445
16000,0.9469375
17600,0.945625
19200,0.9452083333333333
20800,0.9445192307692307
22400,0.9433482142857142
24000,0.9431666666666667
25600,0.9433203125
27200,0.9433455882352941
28800,0.9432986111111111
30400,0.9436184210526316
32000,0.94334375
33600,0.9427678571428572
35200,0.9426988636363637
36800,0.9419021739130434
38400,0.9415625
40000,0.941
41600,0.9405288461538461
43200,0.9406944444444445
44800,0.9405357142857143
46400,0.9399568965517241
48000,0.9402708333333333
49600,0.9403629032258064
51200,0.94048828125
52800,0.9399431818181818
54400,0.9399448529411765
56000,0.9398214285714286
57600,0.9396701388888888
59200,0.939070945945946
60800,0.938733552631579
62400,0.938125
64000,0.93775
65600,0.937439024390244
67200,0.9374107142857143
68800,0.9373691860465116
70400,0.9369318181818181
72000,0.9366388888888889
73600,0.9362907608695652
75200,0.9362367021276595
76800,0.9363541666666667
78400,0.9361352040816326
80000,0.936175
81600,0.9362745098039216
83200,0.9362139423076923
84800,0.9362264150943396
86400,0.9357523148148148
88000,0.9357954545454545
89600,0.93578125
91200,0.9357127192982456
92800,0.9357219827586207
94400,0.9357944915254237
96000,0.9358958333333334
97600,0.9358401639344263
99200,0.9360584677419355
100800,0.9361111111111111
102400,0.935947265625
104000,0.9360288461538462
105600,0.9360416666666667
107200,0.9360727611940298
108800,0.9360294117647059
110400,0.9361956521739131
112000,0.9360267857142858
113600,0.9359683098591549
115200,0.9361024305555555
116800,0.9361900684931507
118400,0.936410472972973
120000,0.9364666666666667
121600,0.936546052631579
123200,0.9366883116883117
124800,0.9364743589743589
126400,0.9367009493670886
128000,0.9368671875
129600,0.9367824074074074
131200,0.9366387195121951
132800,0.9366039156626506
134400,0.9366369047619048
136000,0.9367058823529412
137600,0.9367877906976744
139200,0.9368390804597702
140800,0.936875
142400,0.9370786516853933
144000,0.9371597222222222
145600,0.9370604395604396
147200,0.9371739130434783
148800,0.9372513440860215
150400,0.9373936170212765
152000,0.9375065789473684
153600,0.9376171875
155200,0.9376353092783505
156800,0.9377869897959183
158400,0.9378535353535353
160000,0.93796875
161600,0.9380878712871287
163200,0.9381556372549019
164800,0.9377002427184467
166400,0.9368569711538461
168000,0.936
169600,0.9355365566037736
171200,0.9355841121495327
172800,0.9356134259259259
174400,0.9357339449541284
176000,0.9358011363636364
177600,0.9358164414414415
179200,0.9359709821428571
180800,0.9360398230088496
182400,0.936156798245614
184000,0.9363097826086957
185600,0.9363362068965517
187200,0.9364102564102564
188800,0.9364989406779661
190400,0.9364915966386554
192000,0.9366041666666667
193600,0.9367303719008264
195200,0.9368391393442623
196800,0.936885162601626
198400,0.9370060483870968
200000,0.9371
201600,0.9372817460317461
203200,0.9374064960629921
204800,0.937451171875
206400,0.9376065891472868
208000,0.9376875
209600,0.9378101145038168
211200,0.9379498106060606
212800,0.9380075187969925
214400,0.9380970149253731
216000,0.9383055555555555
217600,0.9384099264705882
219200,0.938617700729927
220800,0.9387273550724637
222400,0.9389253597122302
224000,0.9390178571428571
225600,0.9391400709219858
227200,0.9391989436619719
228800,0.9392482517482518
230400,0.9393185763888889
232000,0.9393879310344827
233600,0.9394392123287671
235200,0.9394812925170068
236800,0.9395481418918918
238400,0.9396434563758389
240000,0.9397583333333334
241600,0.939830298013245
243200,0.9399013157894737
244800,0.94
246400,0.9400933441558441
248000,0.9401774193548387
249600,0.9402163461538462
251200,0.9402945859872611
252800,0.9403599683544304
254400,0.9404205974842768
256000,0.94048046875
257600,0.9406094720496895
259200,0.9406712962962963
