step,drift_score
113600,6.000582988445575e-07
115200,5.364418029785156e-07
116800,6.808684422419622e-07
118400,7.307300200829139e-07
120000,8.350381484398475e-07
121600,6.012045420133151e-07
123200,6.241294053884653e-07
124800,7.055126703702487e-07
126400,9.169945350060096e-07
128000,7.450580596923828e-07
129600,8.006508533771222e-07
131200,7.175482236422025e-07
132800,6.596629436199481e-07
134400,6.797221990732046e-07
136000,1.0763223354633037e-06
137600,6.338724723229042e-07
139200,1.0316188518817608e-06
140800,9.874884898845967e-07
142400,1.5353927245506873e-06
144000,4.705328207749587e-07
145600,8.768760240994967e-07
147200,1.0763223354633037e-06
148800,5.96619569338285e-07
150400,1.2797804979177622e-06
152000,4.155131486745981e-07
153600,1.1771917343139648e-06
155200,5.702559764568622e-07
156800,5.599397879380447e-07
158400,6.161057032071627e-07
160000,7.152557373046875e-07
161600,1.3474088448744553e-06
163200,7.61105464054988e-07
164800,2.1268541996295635e-06
166400,9.078245896559495e-07
168000,1.6190684758699858e-06
169600,4.0920881124643177e-07
171200,5.398805324847882e-07
172800,7.954927591177134e-07
174400,7.037933056171124e-07
176000,1.4224877724280725e-06
177600,7.719947741581843e-07
179200,1.1410850744981033e-06
180800,1.3966973011310283e-06
182400,4.6480160493117114e-07
184000,5.519160857567421e-07
185600,5.289912223815918e-07
187200,4.3786489046536957e-07
188800,4.5276605165921723e-07
190400,7.439118165236253e-07
192000,7.267181689922626e-07
193600,9.129826839153583e-07
195200,1.0809073081383338e-06
196800,6.24702526972844e-07
198400,9.788916661189153e-07
200000,7.805915979238657e-07
201600,7.731410173269419e-07
203200,6.573704572824331e-07
204800,8.654135924119216e-07
206400,1.1365001018230732e-06
208000,5.221137633690467e-07
209600,7.926271511958196e-07
211200,1.2453932028550369e-06
212800,8.591092549837553e-07
214400,1.2505512971144456e-06
216000,6.631016731262207e-07
217600,4.894458330594576e-07
219200,4.968964136563815e-07
220800,7.949196375333346e-07
222400,6.43615539257343e-07
224000,6.556510925292969e-07
225600,5.077857237595779e-07
227200,5.490504778348483e-07
228800,1.0258876360379732e-06
230400,6.86026536501371e-07
232000,7.129632509671725e-07
233600,6.504929982698881e-07
235200,7.44484938108004e-07
236800,9.903540978064905e-07
238400,6.762834695669321e-07
240000,5.885958671569824e-07
241600,4.705328207749587e-07
243200,1.1044052930978628e-06
244800,7.42192451770489e-07
246400,6.980620897733248e-07
248000,4.963232920720027e-07
249600,5.576473016005295e-07
251200,5.771334354694073e-07
252800,7.771528684175931e-07
254400,7.003545761108398e-07
256000,3.765408809368427e-07
257600,5.817184081444374e-07
259200,8.843266046964205e-07
260800,5.559279368473933e-07
262400,7.181213452265813e-07
264000,1.0763223354633037e-06
265600,1.0963815909165603e-06
267200,6.48200511932373e-07
268800,8.699985650869517e-07
270400,5.524892073411208e-07
272000,6.132400952852689e-07
273600,6.310068644010104e-07
275200,6.143863384540265e-07
276800,6.504929982698881e-07
278400,5.553548152630145e-07
280000,8.155520145709698e-07
281600,7.588129777174729e-07
283200,6.665404026324933e-07
284800,6.034970283508301e-07
286400,7.519355187049279e-07
288000,6.831609285794772e-07
289600,7.267181689922626e-07
291200,5.490504778348483e-07
292800,6.659672810481145e-07
294400,7.026470624483549e-07
296000,8.917771852933444e-07
297600,4.6480160493117114e-07
299200,8.218563519991361e-07
300800,6.298606212322528e-07
302400,5.152363043565017e-07
304000,5.673903685349685e-07
305600,7.387537222642165e-07
307200,8.121132850646973e-07
308800,5.547816936786359e-07
310400,7.255719258235051e-07
312000,7.513623971205491e-07
313600,5.605129095224233e-07
315200,5.822915297288162e-07
316800,5.077857237595779e-07
318400,6.441886608417218e-07
320000,5.312837087191068e-07
321600,5.318568303034856e-07
323200,7.817378410926232e-07
324800,9.743066934438852e-07
326400,4.3442616095909705e-07
328000,3.7596775935246393e-07
329600,8.55097403893104e-07
331200,1.1187333327073318e-06
332800,1.9623683049128604e-06
334400,6.086551226102389e-07
336000,8.539511607243464e-07
337600,5.421730188223032e-07
339200,7.719947741581843e-07
340800,7.754335036644569e-07
342400,9.250182371873122e-07
344000,3.986060619354248e-06
345600,8.275875678429237e-07
347200,6.997814545264611e-07
348800,6.757103479825533e-07
350400,7.249988042391263e-07
352000,5.70829098041241e-07
353600,6.86026536501371e-07
355200,4.5677790274986853e-07
356800,5.702559764568622e-07
358400,5.163825475252592e-07
360000,7.737141389113206e-07
361600,6.017776635976938e-07
363200,7.204138315640963e-07
364800,7.347418711735652e-07
366400,3.5533538231482873e-07
368000,4.53339173243596e-07
369600,6.923308739295372e-07
371200,5.582204231849083e-07
372800,6.149594600384052e-07
374400,5.083588453439565e-07
376000,5.295643439659706e-07
377600,7.037933056171124e-07
379200,4.338530393747183e-07
380800,6.000582988445575e-07
382400,5.73121584378756e-07
384000,4.27548701946552e-07
385600,7.015008192795974e-07
387200,4.0920881124643177e-07
388800,6.252756485572228e-07
390400,5.112244532658503e-07
392000,4.3156055303720325e-07
393600,6.734178616450383e-07
395200,4.728253071124737e-07
396800,4.877264683063214e-07
398400,4.8371461721567e-07
400000,4.1322066233708307e-07
401600,4.023313522338867e-07
403200,1.5216378065255972e-06
404800,4.143669055058406e-07
406400,8.929234284621018e-07
408000,5.427461404066819e-07
409600,4.269755803621732e-07
411200,4.6193599700927734e-07
411296,9.427850063030536e-07
